Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2019,Ministry of Health,Department of Health,Executive Management and Corporate Services,Health Sector Human Resource Development,Payroll,Original Budget,199329037
2019,Ministry of Health,Department of Health,Health Services,Hospital Services,Operations,Actual,307178966
2019,Ministry of Health,Department of Health,Health Services,Hospital Services,Operations,Budget,310607628
2019,Ministry of Health,Department of Health,Health Services,Hospital Services,Operations,Original Budget,310607628
2019,Ministry of Health,Department of Health,Health Services,Hospital Services,Payroll,Actual,1026231536
2019,Ministry of Health,Department of Health,Health Services,Hospital Services,Payroll,Budget,966891252
2019,Ministry of Health,Department of Health,Health Services,Hospital Services,Payroll,Original Budget,966891252
2019,Ministry of Health,Department of Health,Health Services,Community Health Services,Operations,Actual,88571373
2019,Ministry of Health,Department of Health,Health Services,Community Health Services,Operations,Budget,106627608
2019,Ministry of Health,Department of Health,Health Services,Community Health Services,Operations,Original Budget,106627608
2019,Ministry of Health,Department of Health,Health Services,Community Health Services,Payroll,Actual,472599809
2019,Ministry of Health,Department of Health,Health Services,Community Health Services,Payroll,Budget,443905323
2019,Ministry of Health,Department of Health,Health Services,Community Health Services,Payroll,Original Budget,443905323
2019,Ministry of Health,Department of Health,Health Services,Public Health Services,Operations,Actual,77195064
2019,Ministry of Health,Department of Health,Health Services,Public Health Services,Operations,Budget,80427337
2019,Ministry of Health,Department of Health,Health Services,Public Health Services,Operations,Original Budget,80427337
2019,Ministry of Health,Department of Health,Health Services,Public Health Services,Payroll,Actual,57238456
2019,Ministry of Health,Department of Health,Health Services,Public Health Services,Payroll,Budget,91092768
2019,Ministry of Health,Department of Health,Health Services,Public Health Services,Payroll,Original Budget,91092768
2019,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Operations,Actual,243449712
2019,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Operations,Budget,238282515
2019,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Operations,Original Budget,238282515
2019,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Payroll,Actual,10231925
2019,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Payroll,Budget,8882578
2019,Ministry of Health,Department of Health,Health Services,Medical Supplies Stock,Payroll,Original Budget,8882578
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Operations,Actual,7945883
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Operations,Budget,8161450
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Operations,Original Budget,8161450
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Payroll,Actual,55302835
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Payroll,Budget,48423650
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Cabinet Support,Payroll & Administration,Payroll,Original Budget,48423650
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Cabinet Support,Payroll & Administration,Operations,Actual,9695057
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Cabinet Support,Payroll & Administration,Operations,Budget,2881680
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Cabinet Support,Payroll & Administration,Operations,Original Budget,2881680
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Cabinet Support,Payroll & Administration,Payroll,Actual,10131927
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Cabinet Support,Payroll & Administration,Payroll,Budget,20183792
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Parliament Secretariat - Ministry of Agriculture,Cabinet Support,Payroll & Administration,Payroll,Original Budget,20183792
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Actual,54060875
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Budget,196739821
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Budget Supplementary,5000000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Operations,Original Budget,196739821
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Payroll,Actual,26040220
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Payroll,Budget,26542443
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops,Payroll,Original Budget,26542443
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Actual,8576007
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Budget,1915697
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Original Budget,1915697
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Actual,17627823
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Budget,33797520
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Budget Supplementary,5920720
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Original Budget,33797520
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Actual,119486162
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Budget,68022507
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Budget Supplementary,15000000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Operations,Original Budget,68022507
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Actual,19316161
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Budget,17514210
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Executive Management and Corporate Services,Increase production of commodity crops MALAMPA,Payroll,Original Budget,17514210
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Operations,Actual,26281273
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Operations,Budget,28566695
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Operations,Original Budget,28566695
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Payroll,Actual,77479445
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Payroll,Budget,71920144
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security,Payroll,Original Budget,71920144
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Actual,150778897
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Budget,90680296
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Budget Supplementary,15400000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Operations,Original Budget,90680296
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Payroll,Actual,32858904
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Payroll,Budget,43745188
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Agricultural and Rural Development,Improve food security SANMA,Payroll,Original Budget,43745188
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Actual,40819504
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Budget,26249379
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Budget Supplementary,10500000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Operations,Original Budget,26249379
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Payroll,Actual,15287029
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Payroll,Budget,17363048
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products,Payroll,Original Budget,17363048
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Operations,Actual,470941
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Operations,Budget,727281
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Operations,Original Budget,727281
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Payroll,Actual,41418962
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Payroll,Budget,42125700
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products MALAMPA,Payroll,Original Budget,42125700
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Operations,Actual,2053498
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Operations,Budget,2596725
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Operations,Original Budget,2596725
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Payroll,Actual,38501188
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Payroll,Budget,32404666
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products PENAMA,Payroll,Original Budget,32404666
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Operations,Actual,4500480
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Operations,Budget,4859091
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Operations,Original Budget,4859091
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Payroll,Actual,19213575
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Payroll,Budget,22171032
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products SANMA,Payroll,Original Budget,22171032
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products TORBA,Operations,Actual,1162003
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products TORBA,Operations,Budget,1275112
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products TORBA,Operations,Original Budget,1275112
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products TORBA,Payroll,Actual,9746422
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products TORBA,Payroll,Budget,12151692
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Biosecurity Vanuatu,Improve quality and safety of agriculture products TORBA,Payroll,Original Budget,12151692
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources TAFEA,Operations,Actual,46680593
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources TAFEA,Operations,Budget,21783000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources TAFEA,Operations,Original Budget,21783000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources TAFEA,Payroll,Actual,13832633
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources TAFEA,Payroll,Budget,19560533
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Sustainable management of natural resources TAFEA,Payroll,Original Budget,19560533
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Research and Aquaculture,Operations,Actual,1983000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Research and Aquaculture,Operations,Budget,1283000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Research and Aquaculture,Operations,Original Budget,1283000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Research and Aquaculture,Payroll,Actual,20324865
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Research and Aquaculture,Payroll,Budget,32384066
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Research and Aquaculture,Payroll,Original Budget,32384066
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Compliance and Licensing,Operations,Actual,569667
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Compliance and Licensing,Operations,Budget,583000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Compliance and Licensing,Operations,Original Budget,583000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Compliance and Licensing,Payroll,Actual,28276174
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Compliance and Licensing,Payroll,Budget,39870648
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Compliance and Licensing,Payroll,Original Budget,39870648
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Development and Capture,Operations,Actual,31320150
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Development and Capture,Operations,Budget,31381600
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Development and Capture,Operations,Original Budget,31381600
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Development and Capture,Payroll,Actual,18954810
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Development and Capture,Payroll,Budget,23459040
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Development and Capture,Payroll,Original Budget,23459040
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Operations,Actual,25969903
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Operations,Budget,384056
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Operations,Budget Supplementary,25000000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Operations,Original Budget,384056
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Payroll,Actual,4894295
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Payroll,Budget,4787904
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Fisheries Policy and Management,Payroll,Original Budget,4787904
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Seafood Verification,Operations,Actual,2969666
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Seafood Verification,Operations,Budget,2983000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Seafood Verification,Operations,Original Budget,2983000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Seafood Verification,Payroll,Actual,6996572
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Seafood Verification,Payroll,Budget,10129248
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Fisheries,Seafood Verification,Payroll,Original Budget,10129248
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Actual,41555403
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Budget,25554219
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Budget Supplementary,10000000
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Operations,Original Budget,25554219
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Payroll,Actual,58441560
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Payroll,Budget,67335095
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Forestry,Resilience towards Climate Change and Natural Resources,Payroll,Original Budget,67335095
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Operations,Actual,8208340
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Operations,Budget,8960211
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Operations,Original Budget,8960211
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Payroll,Actual,37265386
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Payroll,Budget,34684732
2019,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Payroll,Original Budget,34684732
2019,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Actual,2302029
2019,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Budget,2622043
2019,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Original Budget,2622043
2019,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Actual,58348895
2019,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Budget,48423650
2019,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Original Budget,48423650
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Actual,1238410
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Budget,789000
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Original Budget,789000
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Actual,17005339
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Budget,18490864
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Original Budget,18490864
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Actual,30519243
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Budget,26270294
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Original Budget,26270294
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Actual,24829448
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Budget,42418412
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Original Budget,42418412
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Actual,239381
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Budget,248050
2019,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Original Budget,248050
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Actual,13842585
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Budget,3377000
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Budget Supplementary,41350000
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Original Budget,3377000
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Actual,24330390
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Budget,27144800
2019,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Original Budget,27144800
